Level,Date and Time,Source,Event ID,Task Category,User,Log,Keywords,Operational Code,Computer,Process ID,Thread ID,Processor ID,Session ID,Kernel Time,User Time,Processor Time,Correlation Id,Relative Correlation Id,Event Source Name
Information,1/3/2022 7:28:38 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:28:38.619
ProcessGuid: {ec47ca29-94b6-61d3-7c04-000000008600}
ProcessId: 3316
Image: C:\Windows\System32\conhost.exe
User: NT AUTHORITY\SYSTEM"
Information,1/3/2022 7:28:38 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:28:38.618
ProcessGuid: {ec47ca29-94b6-61d3-7b04-000000008600}
ProcessId: 5816
Image: C:\Windows\System32\dmclient.exe
User: NT AUTHORITY\SYSTEM"
Information,1/3/2022 7:28:38 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process Create:
RuleName: -
UtcTime: 2022-01-04 00:28:38.583
ProcessGuid: {ec47ca29-94b6-61d3-7c04-000000008600}
ProcessId: 3316
Image: C:\Windows\System32\conhost.exe
FileVersion: 10.0.19041.1320 (WinBuild.160101.0800)
Description: Console Window Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: CONHOST.EXE
CommandLine: \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\Windows
User: NT AUTHORITY\SYSTEM
LogonGuid: {ec47ca29-70be-61d3-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=22117361C2C34CB18BEEE2CA9770B3AA6C8D032A0941991454DD222BEC6D9295
ParentProcessGuid: {ec47ca29-94b6-61d3-7b04-000000008600}
ParentProcessId: 5816
ParentImage: C:\Windows\System32\dmclient.exe
ParentCommandLine: C:\Windows\system32\dmclient.exe utcwnf
ParentUser: NT AUTHORITY\SYSTEM"
Information,1/3/2022 7:28:38 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process Create:
RuleName: -
UtcTime: 2022-01-04 00:28:38.579
ProcessGuid: {ec47ca29-94b6-61d3-7b04-000000008600}
ProcessId: 5816
Image: C:\Windows\System32\dmclient.exe
FileVersion: 10.0.19041.1202 (WinBuild.160101.0800)
Description: Microsoft Feedback SIUF Deployment Manager Client
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: dmclient.exe
CommandLine: C:\Windows\system32\dmclient.exe utcwnf
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {ec47ca29-70be-61d3-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=C41258FA588B650483DEE87057AA82F7B855EB257D3D25BE41F71E90C8CA9746
ParentProcessGuid: {ec47ca29-70bf-61d3-1c00-000000008600}
ParentProcessId: 1716
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
ParentUser: NT AUTHORITY\SYSTEM"
Information,1/3/2022 7:27:11 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:27:11.161
ProcessGuid: {ec47ca29-91ca-61d3-6604-000000008600}
ProcessId: 10340
Image: C:\Windows\System32\svchost.exe
User: DESKTOP-JP20VPR\BobWe"
Information,1/3/2022 7:27:11 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process Create:
RuleName: -
UtcTime: 2022-01-04 00:27:11.138
ProcessGuid: {ec47ca29-945f-61d3-7a04-000000008600}
ProcessId: 7312
Image: C:\Windows\System32\svchost.exe
FileVersion: 10.0.19041.546 (WinBuild.160101.0800)
Description: Host Process for Windows Services
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: svchost.exe
CommandLine: C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {ec47ca29-70be-61d3-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7
ParentProcessGuid: {00000000-0000-0000-0000-000000000000}
ParentProcessId: 944
ParentImage: -
ParentCommandLine: -
ParentUser: -"
Information,1/3/2022 7:26:22 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:26:22.393
ProcessGuid: {ec47ca29-91ca-61d3-6504-000000008600}
ProcessId: 10996
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
Information,1/3/2022 7:26:09 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:26:09.807
ProcessGuid: {ec47ca29-91c3-61d3-6204-000000008600}
ProcessId: 18068
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
Information,1/3/2022 7:25:51 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:25:51.600
ProcessGuid: {ec47ca29-9405-61d3-7904-000000008600}
ProcessId: 13136
Image: C:\Program Files (x86)\Microsoft\Edge\Application\96.0.1054.62\identity_helper.exe
User: DESKTOP-JP20VPR\BobWe"
Information,1/3/2022 7:25:41 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process Create:
RuleName: -
UtcTime: 2022-01-04 00:25:41.519
ProcessGuid: {ec47ca29-9405-61d3-7904-000000008600}
ProcessId: 13136
Image: C:\Program Files (x86)\Microsoft\Edge\Application\96.0.1054.62\identity_helper.exe
FileVersion: 96.0.1054.62
Description: PWA Identity Proxy Host
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: identity_helper.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\96.0.1054.62\identity_helper.exe"" --type=utility --utility-sub-type=winrt_app_id.mojom.WinrtAppIdService --field-trial-handle=2308,14150179790966226464,16948066822318633601,131072 --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=1768 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\96.0.1054.62\
User: DESKTOP-JP20VPR\BobWe
LogonGuid: {ec47ca29-70bf-61d3-9db4-020000000000}
LogonId: 0x2B49D
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=7914D38736F3CE4F89432E15816711FFFDFD9002FA50CE7205C1176AF9142AB4
ParentProcessGuid: {ec47ca29-70db-61d3-4801-000000008600}
ParentProcessId: 11916
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --no-startup-window --win-session-start /prefetch:5
ParentUser: DESKTOP-JP20VPR\BobWe"
Information,1/3/2022 7:25:41 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:25:41.518
ProcessGuid: {ec47ca29-9405-61d3-7804-000000008600}
ProcessId: 8668
Image: C:\Program Files (x86)\Microsoft\Edge\Application\96.0.1054.62\identity_helper.exe
User: DESKTOP-JP20VPR\BobWe"
Information,1/3/2022 7:25:41 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process Create:
RuleName: -
UtcTime: 2022-01-04 00:25:41.515
ProcessGuid: {ec47ca29-9405-61d3-7804-000000008600}
ProcessId: 8668
Image: C:\Program Files (x86)\Microsoft\Edge\Application\96.0.1054.62\identity_helper.exe
FileVersion: 96.0.1054.62
Description: PWA Identity Proxy Host
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: identity_helper.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\96.0.1054.62\identity_helper.exe"" --type=utility --utility-sub-type=winrt_app_id.mojom.WinrtAppIdService --field-trial-handle=2308,14150179790966226464,16948066822318633601,131072 --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=1768 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\96.0.1054.62\
User: DESKTOP-JP20VPR\BobWe
LogonGuid: {ec47ca29-70bf-61d3-9db4-020000000000}
LogonId: 0x2B49D
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=7914D38736F3CE4F89432E15816711FFFDFD9002FA50CE7205C1176AF9142AB4
ParentProcessGuid: {ec47ca29-70db-61d3-4801-000000008600}
ParentProcessId: 11916
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --no-startup-window --win-session-start /prefetch:5
ParentUser: DESKTOP-JP20VPR\BobWe"
Information,1/3/2022 7:25:23 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process Create:
RuleName: -
UtcTime: 2022-01-04 00:25:23.841
ProcessGuid: {ec47ca29-93f3-61d3-7704-000000008600}
ProcessId: 6868
Image: C:\Windows\System32\svchost.exe
FileVersion: 10.0.19041.546 (WinBuild.160101.0800)
Description: Host Process for Windows Services
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: svchost.exe
CommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p -s wlidsvc
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {ec47ca29-70be-61d3-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7
ParentProcessGuid: {00000000-0000-0000-0000-000000000000}
ParentProcessId: 944
ParentImage: -
ParentCommandLine: -
ParentUser: -"
Information,1/3/2022 7:25:06 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:25:06.362
ProcessGuid: {ec47ca29-92b6-61d3-6904-000000008600}
ProcessId: 17964
Image: C:\Windows\System32\smartscreen.exe
User: DESKTOP-JP20VPR\BobWe"
Information,1/3/2022 7:24:02 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:24:02.536
ProcessGuid: {ec47ca29-93a2-61d3-7604-000000008600}
ProcessId: 1232
Image: C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe
User: NT AUTHORITY\SYSTEM"
Information,1/3/2022 7:24:02 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process Create:
RuleName: -
UtcTime: 2022-01-04 00:24:02.502
ProcessGuid: {ec47ca29-93a2-61d3-7604-000000008600}
ProcessId: 1232
Image: C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe
FileVersion: 1.3.119.43
Description: Microsoft Edge Update
Product: Microsoft Edge Update
Company: Microsoft Corporation
OriginalFileName: msedgeupdate.dll
CommandLine: ""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {ec47ca29-70be-61d3-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=7209D144D97CA57288E829FB5F026B5C4576433AAA7F5FB0ADC6504A33B21656
ParentProcessGuid: {ec47ca29-70bf-61d3-1c00-000000008600}
ParentProcessId: 1716
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
ParentUser: NT AUTHORITY\SYSTEM"
Information,1/3/2022 7:21:52 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:21:52.382
ProcessGuid: {ec47ca29-92c6-61d3-7104-000000008600}
ProcessId: 1452
Image: C:\Windows\System32\RuntimeBroker.exe
User: DESKTOP-JP20VPR\BobWe"
Information,1/3/2022 7:21:39 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:21:39.830
ProcessGuid: {ec47ca29-77d2-61d3-f602-000000008600}
ProcessId: 18124
Image: C:\Windows\System32\RuntimeBroker.exe
User: DESKTOP-JP20VPR\BobWe"
Information,1/3/2022 7:21:22 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:21:22.377
ProcessGuid: {ec47ca29-92c6-61d3-7004-000000008600}
ProcessId: 9812
Image: C:\Windows\System32\backgroundTaskHost.exe
User: DESKTOP-JP20VPR\BobWe"
Information,1/3/2022 7:21:15 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),S-1-5-18,Microsoft-Windows-Sysmon/Operational,,Info,DESKTOP-JP20VPR,14108,3560,,,,,,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,"Process terminated:
RuleName: -
UtcTime: 2022-01-04 00:21:15.631
ProcessGuid: {ec47ca29-92f8-61d3-7504-000000008600}
ProcessId: 11400
Image: C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe
User: DESKTOP-JP20VPR\BobWe"
