Level	Date and Time	Source	Event ID	Task Category	User	Log	Keywords	Operational Code	Computer	Process ID	Thread ID	Processor ID	Session ID	Kernel Time	User Time	Processor Time	Correlation Id	Relative Correlation Id	Event Source Name
Information	1/4/2022 2:53:30 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:53:30.020
ProcessGuid: {ec47ca29-a564-61d4-110b-000000008600}
ProcessId: 3288
Image: C:\Program Files (x86)\Steam\GameOverlayUI.exe
User: DESKTOP-JP20VPR\BobWe"
Information	1/4/2022 2:53:29 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:53:29.893
ProcessGuid: {ec47ca29-a565-61d4-120b-000000008600}
ProcessId: 6552
Image: C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe
User: DESKTOP-JP20VPR\BobWe"
Information	1/4/2022 2:53:28 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:53:28.886
ProcessGuid: {ec47ca29-a562-61d4-0d0b-000000008600}
ProcessId: 11736
Image: D:\Program Files (x86)\steamapps\common\Quake 2\quake2.exe
User: DESKTOP-JP20VPR\BobWe"
Information	1/4/2022 2:53:20 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:53:20.825
ProcessGuid: {ec47ca29-a562-61d4-0f0b-000000008600}
ProcessId: 16156
Image: C:\Windows\System32\SearchFilterHost.exe
User: NT AUTHORITY\SYSTEM"
Information	1/4/2022 2:53:20 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:53:20.821
ProcessGuid: {ec47ca29-a562-61d4-0e0b-000000008600}
ProcessId: 16652
Image: C:\Windows\System32\SearchProtocolHost.exe
User: NT AUTHORITY\SYSTEM"
Information	1/4/2022 2:53:17 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:53:17.778
ProcessGuid: {ec47ca29-a355-61d4-c50a-000000008600}
ProcessId: 12212
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
Information	1/4/2022 2:52:38 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:52:38.263
ProcessGuid: {ec47ca29-a585-61d4-140b-000000008600}
ProcessId: 7512
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: DESKTOP-JP20VPR\BobWe"
Information	1/4/2022 2:52:38 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:52:38.255
ProcessGuid: {ec47ca29-a585-61d4-150b-000000008600}
ProcessId: 19452
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: DESKTOP-JP20VPR\BobWe"
Information	1/4/2022 2:52:37 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:52:37.397
ProcessGuid: {ec47ca29-a43b-61d4-e20a-000000008600}
ProcessId: 19824
Image: C:\Windows\System32\RuntimeBroker.exe
User: DESKTOP-JP20VPR\BobWe"
Information	1/4/2022 2:52:37 PM	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process Create:
RuleName: -
UtcTime: 2022-01-04 19:52:37.152
ProcessGuid: {ec47ca29-a585-61d4-150b-000000008600}
ProcessId: 19452
Image: C:\Program Files\Mozilla Firefox\firefox.exe
FileVersion: 95.0.2
Description: Firefox
Product: Firefox
Company: Mozilla Corporation
OriginalFileName: firefox.exe
CommandLine: ""C:\Program Files\Mozilla Firefox\firefox.exe"" --MOZ_LOG sync,prependheader,timestamp,append,maxsize:1,Dump:5 --MOZ_LOG_FILE C:\ProgramData\Mozilla\updates\308046B0AF4A39CB\backgroundupdate.moz_log --backgroundtask backgroundupdate
CurrentDirectory: C:\ProgramData\Mozilla\updates\308046B0AF4A39CB\
User: DESKTOP-JP20VPR\BobWe
LogonGuid: {ec47ca29-70bf-61d3-9db4-020000000000}
LogonId: 0x2B49D
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=18E361D2C7C143442AC65EB33B581BFA022C943EC82205FC89C6C4D727C5E7CF
ParentProcessGuid: {ec47ca29-a585-61d4-140b-000000008600}
ParentProcessId: 7512
ParentImage: C:\Program Files\Mozilla Firefox\firefox.exe
ParentCommandLine: ""C:\Program Files\Mozilla Firefox\firefox.exe"" --MOZ_LOG sync,prependheader,timestamp,append,maxsize:1,Dump:5 --MOZ_LOG_FILE C:\ProgramData\Mozilla\updates\308046B0AF4A39CB\backgroundupdate.moz_log --backgroundtask backgroundupdate
ParentUser: DESKTOP-JP20VPR\BobWe"
Information	1/4/2022 2:52:37 PM	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process Create:
RuleName: -
UtcTime: 2022-01-04 19:52:37.145
ProcessGuid: {ec47ca29-a585-61d4-140b-000000008600}
ProcessId: 7512
Image: C:\Program Files\Mozilla Firefox\firefox.exe
FileVersion: 95.0.2
Description: Firefox
Product: Firefox
Company: Mozilla Corporation
OriginalFileName: firefox.exe
CommandLine: ""C:\Program Files\Mozilla Firefox\firefox.exe"" --MOZ_LOG sync,prependheader,timestamp,append,maxsize:1,Dump:5 --MOZ_LOG_FILE C:\ProgramData\Mozilla\updates\308046B0AF4A39CB\backgroundupdate.moz_log --backgroundtask backgroundupdate
CurrentDirectory: C:\ProgramData\Mozilla\updates\308046B0AF4A39CB\
User: DESKTOP-JP20VPR\BobWe
LogonGuid: {ec47ca29-70bf-61d3-9db4-020000000000}
LogonId: 0x2B49D
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=18E361D2C7C143442AC65EB33B581BFA022C943EC82205FC89C6C4D727C5E7CF
ParentProcessGuid: {ec47ca29-70bf-61d3-1c00-000000008600}
ParentProcessId: 1716
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
ParentUser: NT AUTHORITY\SYSTEM"
Information	1/4/2022 2:52:34 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:52:34.552
ProcessGuid: {ec47ca29-a505-61d4-000b-000000008600}
ProcessId: 19636
Image: C:\Program Files (x86)\Microsoft\Edge\Application\96.0.1054.62\identity_helper.exe
User: DESKTOP-JP20VPR\BobWe"
Information	1/4/2022 2:52:29 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:52:29.565
ProcessGuid: {ec47ca29-a57d-61d4-130b-000000008600}
ProcessId: 15748
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: DESKTOP-JP20VPR\BobWe"
Information	1/4/2022 2:52:29 PM	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process Create:
RuleName: -
UtcTime: 2022-01-04 19:52:29.338
ProcessGuid: {ec47ca29-a57d-61d4-130b-000000008600}
ProcessId: 15748
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
FileVersion: 96.0.1054.62
Description: Microsoft Edge
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: msedge.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --field-trial-handle=2012,1244110510371170435,8152594815629963759,131072 --disable-gpu-sandbox --use-gl=disabled --gpu-vendor-id=4318 --gpu-device-id=7809 --gpu-sub-system-id=2266370115 --gpu-revision=161 --gpu-driver-version=30.0.14.7151 --gpu-preferences=UAAAAAAAAADoAAAYAAAAAAAAAAAAAAAAAABgAAAIAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAANAAAAEAAAAAAAAAABAAAADQAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=3964 /prefetch:2
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\96.0.1054.62\
User: DESKTOP-JP20VPR\BobWe
LogonGuid: {ec47ca29-70bf-61d3-9db4-020000000000}
LogonId: 0x2B49D
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=18A839142796D6E4D0FA44F5A75E0CD79CC5C1A5FDE39B7CC00FAEC50A899B6D
ParentProcessGuid: {ec47ca29-a505-61d4-f90a-000000008600}
ParentProcessId: 10628
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --no-startup-window /prefetch:5
ParentUser: DESKTOP-JP20VPR\BobWe"
Information	1/4/2022 2:52:20 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:52:20.356
ProcessGuid: {ec47ca29-a43a-61d4-de0a-000000008600}
ProcessId: 20232
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
Information	1/4/2022 2:52:17 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:52:17.414
ProcessGuid: {ec47ca29-a43b-61d4-e10a-000000008600}
ProcessId: 20376
Image: C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_5.721.12013.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe
User: DESKTOP-JP20VPR\BobWe"
Information	1/4/2022 2:52:07 PM	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process terminated:
RuleName: -
UtcTime: 2022-01-04 19:52:07.379
ProcessGuid: {ec47ca29-a43a-61d4-dd0a-000000008600}
ProcessId: 12812
Image: C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_5.721.12013.0_x64__8wekyb3d8bbwe\GameBar.exe
User: DESKTOP-JP20VPR\BobWe"
Information	1/4/2022 2:52:05 PM	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	S-1-5-18	Microsoft-Windows-Sysmon/Operational		Info	DESKTOP-JP20VPR	14108	3560						00000000-0000-0000-0000-000000000000	00000000-0000-0000-0000-000000000000		"Process Create:
RuleName: -
UtcTime: 2022-01-04 19:52:05.058
ProcessGuid: {ec47ca29-a565-61d4-120b-000000008600}
ProcessId: 6552
Image: C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe
FileVersion: 06.96.74.78
Description: Steam Client WebHelper
Product: Steam Client WebHelper
Company: Valve Corporation
OriginalFileName: steamwebhelper.exe
CommandLine: ""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=renderer --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --field-trial-handle=1692,5481244301588789581,3716453313082021609,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --lang=en-US --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --buildid=1639697812 --steamid=0 --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --mojo-platform-channel-handle=3940 /prefetch:1
CurrentDirectory: C:\Program Files (x86)\Steam\
User: DESKTOP-JP20VPR\BobWe
LogonGuid: {ec47ca29-70bf-61d3-9db4-020000000000}
LogonId: 0x2B49D
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=9F960F6FE51DA3271E17B6F68F792791A3D373CFF1390374AA09C57221A99863
ParentProcessGuid: {ec47ca29-70da-61d3-4301-000000008600}
ParentProcessId: 13648
ParentImage: C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe
ParentCommandLine: ""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" ""-lang=en_US"" ""-cachedir=C:\Users\BobWe\AppData\Local\Steam\htmlcache"" ""-steampid=8900"" ""-buildid=1639697812"" ""-steamid=0"" ""-logdir=C:\Program Files (x86)\Steam\logs"" ""-composer-mode=0"" ""-steamuniverse=Public"" ""-realm=Global"" ""-clientui=C:\Program Files (x86)\Steam\clientui"" --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --enable-media-stream --enable-smooth-scrolling --enable-direct-write ""--log-file=C:\Program Files (x86)\Steam\logs\cef_log.txt"" --disable-quick-menu
ParentUser: DESKTOP-JP20VPR\BobWe"
